review,aspect
"Eu e minha família ficamos hospedados no Grand Hyatt. Adoramos a experiência de ficar em um hotel coladinho ao Grand Terminal; metrô, compras d e praça de alimentação praticmanete dentro do hotel. Meu filho de 10 anos é cadeirante, por isto locomoção e praticiadade é muito importante para nós. As instalações do hotel são muito boas e ficamos bem satisfeitos, pretendemos voltar.","['instalações', 'hotel', 'família']"
"Ótimo acesso, elevador, garagem, café da manhã regular, mas o salão de refeições é bem grande... quartos com um bom tamanho, recepcionistas muito ágeis. Fica ao lado do tremsurb, o que dá fácil acesso à rodoviária e ao aeroporto.","['elevador', 'rodoviária', 'aeroporto', 'café da manhã', 'garagem', 'quarto']"
"Viva Las Vegas!  A melhor cama de hotel que eu já dormi na vida!   Quarto enorme! Cama gigantesca!   Banheiro limpo e moderno!  Sem falar no Casino excelente que fica em baixo dos nossos pés!   Bom para descansar, ou para aproveitar Vegas como ela deve ser aproveitada!  Só se prepare para acordar cedo no domingo, ao som de muuuita música, afinal, é dia de pool party!   Recomendadíssimo! Faz jus ao nome da rede!  O único porém é que não é na Strip.. Mas nada que um táxi não resolva! Vale a pena!","['hotel', 'cama', 'quarto']"
"O hotel Paris está muito bem localizado , ao lado do PH e de frente ao Belagio. Não cobram taxa de resort. O HOTEL é simplesmente incrível e os quartos são confortáveis. Podem ir sem medo ! O único ponto negativo que achei foi pagar $ 6,00 em uma garrafinha de água de 350 ml. Mas fazer o que você está em Las Vegas.","['hotel', 'quarto']"
"Ficamos 7 dias hospedados, foi muito bom. Os funcionários foram super friendly, hotel muito bem localizado, bem próximo ao metro. Achei o quarto um pouco pequeno, mas pelo custo benefício foi bom e café da manhã poderia ser mais variado, pois todo o dia o cardápio era o mesmo...mas isso ocorre em todos os hotéis. Em um geral, o custo benefício valeu muito a pena....Ahhhh, peçam vista para o cemitério e os andares mais altos.","['funcionários', 'hotel']"
"O hotel nao fica localizado na strip (rua dos principais hotéis de vegas) mas o hotel tem ligação com um shopping que caminhando uns 5 minutos voce chega num ponto excelente da strip próximo aos principais hotéis (Paris, belagio ...)  Os quartos sao amplos e equipados com cozinha.. Maq lava louca, microondas, tv até mó banheiro.  Ótimo pra quem viaja com crianças. Recomendo.","['tv', 'rua', 'quarto', 'cozinha', 'hotel', 'shopping', 'shopping']"
"Gostamos bastante do apart-hotel, principalmente da vista, pois ficamos no 21º andar com vista para a Torre Eiffel,é bem espaçoso para Paris, achamos que os lençóis poderiam ser mais novos e o colchão da cama de casal de molas, além de uma reforma nos móveis para dar um ar mais moderno, mas em geral é muito bom! Faltou a conexão WI-FI à disposição dos hóspedes, hoje em dia não dá para aceitar a falta de conexão.","['hotel', 'móveis']"
"Hotel legal p/ficar por um curto período de tempo. O café da manhã é meio caótico, atrasaram por duas vezes o horário de servi-lo enquanto estive hospedada e não prorrogaram o período nestes dias. Começava a servir às 7h e ia até às 10h30. Quando houve problema, começou às 9h e foi somente até às 10h30. Os outros serviços são bons e os quartos são bem equipados.","['serviço', 'café da manhã', 'quarto', 'hotel']"
"Excelente hotel... quarto bem grande com mini cozinha!! muito confortável!!  passei 6 noites e adorei o hotel...!!! não fica muito perto da Las Vegas Blvd, mas se você está de carro, é muito tranquilo... de carro fica 10min. Super rápido!  Em volta do hotel tem tudo que você precisa, local pra comer, mercado, farmacia, posto de gasolina..!!  Super recomendado!","['cozinha', 'hotel', 'quarto']"
"A localização deste Citadines é muito boa travessa do Boulevards des Italiens com bons restaurantes no em torno e próximo de tudo a pé. Cozinha bem equipada. Atendentes da recepção atenciosos. Pontos negativos: sem wifi no quarto, carpete muito antigo necessitando de troca urgente ou melhor trato. Pessoa que limpa o local com nenhum capricho e mostrando desleixo e mostrou que não via a hora de ir embora.","['carpete', 'cozinha', 'recepção', 'quarto', 'localização']"
"O único inconveniente é em relação ao check in só a partir das 16h,voce chega acabado da viagem e tem que esperar ate o horario. Mas bem localizado,próximo aos principais pontos turisticos. A cama e o quarto com um bom espaço.Limpeza e organização otimos. E fui muito bem atendida na recepção.]  recomendo!","['quarto', 'recepção', 'limpeza', 'cama']"
"Boa localização. Decoração deixa a desejar. É Limpo, mas a decoração dá a sensação do contrário. Simples, até demais.  Elevador antigo. Cabe 2 pessoas por vêz. (e apertadinho. Terá de fazer viagens se suas malas forem grandes)  É um apart hotel, por isso o serviço de quarto existe uma vez por semana ou se você chamar.  De zero a dez no geral a nota é 5.    O preço é caro pelo que é oferecido, mas ainda um dos mais baratos que encontrei.","['serviço de quarto', 'preço', 'localização', 'elevador']"
"Hotel com cara de New York .imperra o modernismo e o futurismo de alta tecnologia, dispõe de quartos modernos, do tipo cabine, e de um terraço amplo na cobertura. ,se faz check in em computadores e tem um robo que armazena sua bagagem ,caso queira .  Equipe altamente treinada .  Room Tip: Fiquei no quarto com a terminação 0 ,fica na esquina e o quarto entra sol da manhã ,super iluminado...","['hotel', 'quarto']"
"Ficamos por duas vezes neste hotel, no início da viagem e no término, quando retornamos do tour pela Europa. O hotel é muito limpo, os quartos são confortáveis, o café da manhã é bem servido e o principal: os funcionários são todos muito simpáticos e atenciosos. A internet é free e nossas malas ficaram guardadas sem custo adicional.  Ótima localização !!","['funcionários', 'café da manhã', 'hotel', 'localização', 'internet', 'quarto']"
"A localização do hotel, embora em uma área pouco movimentada e de poucas opções noturnas é minimizada pela proximidade com estações do metro.  A atenção dos funcionários ajudou a solucionar alguns problemas de viagem. Contudo a solicitação de que fizemos para substituir os nossos travesseiros (por outros mais baixos) não foi atendida.  O cafe da manhã poderia contar com uma oferta maior de frutas frescas.",['funcionários']
"Hotel limpo, com boa localização, funcionários atenciosos e prestativos!    O Casino do hotel é pequeno e bem iluminado, com aroma de baunilha, utilizado para amenizar o cheiro de cigarro, charuto, etc., o que torna o ambiente agradável!    O quarto não é tão grande, mas é limpo e possui boa relação custo benefício!    Meu conselho, vai à Vegas e não quer gastar muito com hospedagem? Tropicana será o seu lugar!","['localização', 'funcionários', 'hotel']"
"O hotel não decepciona, pois seu conceito é de praticidade.   Valeu o preço cobrado. Peca pela localização distante dos pontos turisticos da cidade. Mas tem fácil acesso de metrô. O quarto de não fumante tinha cheiro de cigarro e marcas de queimaduras espalhadas pelo banheiro.   Seu ponto forte é o tamanho do quarto (o que em Paris vale ouro) e o preço!!!","['hotel', 'preço', 'cidade']"
"Pelo que li aqui, parecia que o hotel era uma casa dos horrores, mas não. Ele tem um preço razoável (180 reais, quarto para casal), o quarto era espaçoso, limpo e novo. Cama confortável, ar condicionado funcionando a todo vapor (fomos em POA em dias de muuuuuuito calor). O banheiro também (acho que devem ter reformado) é espaçoso e limpo. O café da manhã é bom, mas apesar de ser servido até as 10 horas, se você chegar as nove e meia, metade das coisas já acabaram e não houve reposição. O que é péssimo para um hotel: nove e meia já não tem mais ovos mexidos e frutas, por exemplo (aconteceu nos 3 dias que estivemos hospedados lá - o que diminui a possibilidade de ter sido coincidência). Foram atenciosos na recepção, porém na hora de pagar a conta, nos cobraram diárias a mais pelo estacionamento do carro, sendo que o carro ficou estacionado apenas um dia (e a moça da recepção não sabia fazer o extorno no cartão de crédito - que dor de cabeça!). Aliás, eles cobram estacionamento e nem se prontificaram a avisar. Isso nos chateou muito, pois não fomos informados sobre absolutamente nada. Outra coisa, certa noite pedimos um táxi na recepção do hotel e o taxista cobrou uma taxa extra de deslocamento. O hotel não nos informou sobre isso. Só depois que falamos lá na recepção, eles disseram que os taxistas não cobram taxa de deslocamento e que fomos enganados. Achamos que faltou muita comunicação com os clientes por parte da recepção. Deveriam ter nos avisado da taxa do estacionamento e do táxi. Além do que, eles que chamaram o táxi, acreditamos que poderíamos confiar no táxi que o hotel ofereceu. Se não podemos confiar no que o hotel indica para a gente, estamos perdidos, né? Em relação a localização, fica no centro. E centro, a noite e nos finais de semana, é estranho em todo lugar do mundo. Mas fica perto de um shopping e de pontos de ônibus","['hotel', 'recepção', 'café da manhã', 'preço', 'estacionamento', 'localização', 'quarto', 'casal', 'shopping']"
"Limpo, bonito, super bem decorado.Preco?Tive o azar de pegar uma convencao no hotel e paguei um pouco mais caro.Vale lembrar que todos os hoteis aqui em Las Vegas cobram a taxa obrigatoria de resort, que neste hotel e de US$ 16,79 com impostos (a unica vantagem que eu vi foi do uso da internet WI-FI no quarto, pois piscina, fax, ligacoes locais, eu nao estou usando e nao oferecem cafe da manha incluso na diaria.",['hotel']
"Foi excelente nossa estadia no hotel. O quarto era muito agradável, com armários, mesa de apoio, frigobar, iluminação e decoração aconchegantes. O banheiro também muito bom. Com uma ducha maravilhosa. Tudo muito agradável. O atendimento feito pelos recepcionistas também foi execelente. O espaço comum muito agradável. Não experimentamos o café da manhã, pois não estava incluso na estadia.  Room Tip: Os apartamentos de frente para a rua não são muito silenciosos.","['quarto', 'ducha', 'frigobar', 'iluminação', 'hotel', 'atendimento']"
"Hotel luxuoso, o qto simples era mto bom. Shopping maravilhoso, equipe eficiente. Somente um problema: esqueci o meu celular no cofre do hotel e mandei um e-mail depois que já tinha ido para Los Angeles e estranhamente me informaram que nada havia sido encontrado no cofre do qto 1381 da Roman Tower . Fizemos o check-out em 29-09 (o check-in foi em 25/9) .","['shopping', 'hotel']"
"Eu recomendo o hotel. O custo benefício é ótimo. Quartos confortáveis. Serviço eficiente. É a melhor opção de Las Vegas. Fica um pouco distante, mas o preço compensa a localização.   Eu fiquei 5 dias no hotel com minha esposa e adoramos.   Os restaurantes são bons.   É melhor ficar aqui e passear na Strip, gastando pouco e sem nenhuma desvantagem.","['serviço', 'preço', 'hotel', 'localização', 'quarto']"
"Estive uma vez no Hotel Açores e achei-o bem razoável. A localização central é ótima. O café da manhã era em boa quantidade e qualidade, me surpreendeu a variedade disponível. O quarto era bem razoável. Claro, o prédio é velho e os quartos e mobília são velhos, mas não tive problema quanto a isso. Fiquei em um quarto bem espaçoso com duas camas. Não voltaria ao hotel apenas porque acho ele caro pelo serviço oferecido, isto é, embora o hotel seja bom, não acho que vale o preço que custa. Se fosse mais barato, me hospedaria sempre nele.","['preço', 'serviço', 'localização', 'café da manhã', 'quarto', 'hotel']"
